Interaction,Feynman Diagram,Amplitude,Squared Amplitude
mu (X) AntiPart nu (X) to u alpha (X) AntiPart u beta (X)^(*),"Vertex V_0:A(X_2), u(X_3), AntiPart  OffShell u(V_0), Vertex V_1:A(X_1), AntiPart u(X_4),  OffShell u(V_1),",/ * * * NEG 2/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi b_spi gamma * * lor_0 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p u_spi_2_pu_star u_b_spi_pv * * * NEG 2 p_lor_2 gamma_lor_spi b_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p u_spi_3_pu_star u_b_spi_pv + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
tau (X) AntiPart mu (X) to d eps (X) AntiPart d eta (X)^(*),"Vertex V_1:A(X_2), AntiPart d(X_4),  OffShell d(V_1), Vertex V_0:A(X_1), d(X_3), AntiPart  OffShell d(V_0),",/ * * * 1/18 i ^ e_2 + + + + + + * * * p_lor_0 gamma_lor_spi gamma_lor_spi gamma * lor_0 s s_idx_0 * lor_1 p_idx_0 * * lor_2 p d_spi_2_pu_star d_spi_3_pv * * * NEG 2 p_lor_1 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p d_spi_4_pu_star d_spi_5_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 2/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 2 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
tau (X) AntiPart mu (X) to d eps (X) AntiPart d eta (X)^(*),"Vertex V_0:A(X_2), d(X_3), AntiPart  OffShell d(V_0), Vertex V_1:A(X_1), AntiPart d(X_4),  OffShell d(V_1),",/ * * * NEG 1/18 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi gamma * * lor_0 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p d_spi_2_pu_star d_spi_3_pv * * * NEG 2 p_lor_1 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p d_spi_4_pu_star d_spi_5_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 1/324 i ^ e_2 + / * * * i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
rho (X) AntiPart sigma (X) to s alpha (X) AntiPart s beta (X)^(*),"Vertex V_1:A(X_2), AntiPart s(X_4),  OffShell s(V_1), Vertex V_0:A(X_1), s(X_3), AntiPart  OffShell s(V_0),",/ * * * 1/18 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi gamma_lor_spi b_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p s s_star * * * NEG 2 p_lor_2 gamma_lor_spi b_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p s s_star + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 2/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 2 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
rho (X) AntiPart sigma (X) to s alpha (X) AntiPart s beta (X)^(*),"Vertex V_0:A(X_2), s(X_3), AntiPart  OffShell s(V_0), Vertex V_1:A(X_1), AntiPart s(X_4),  OffShell s(V_1),",/ * * * NEG 1/18 i ^ e_2 + + + + + + * * * p_lor_0 gamma_lor_spi gamma_lor_spi b_spi gamma * lor_0 s s_idx_0 * lor_1 p_idx_0 * * lor_2 p s s_star * * * NEG 2 p_lor_2 gamma_lor_spi b_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p s s_star + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 1/324 i ^ e_2 + / * * * i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
sigma (X) AntiPart lambda (X) to tt alpha (X) AntiPart tt beta (X)^(*),"Vertex V_0:A(X_2), tt(X_3), AntiPart  OffShell tt(V_0), Vertex V_1:A(X_1), AntiPart tt(X_4),  OffShell tt(V_1),",/ * * * NEG 2/9 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p tt s_pu_star tt_del_1298_pv * * * NEG 2 p_lor_1 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p tt s_pu_star tt_del_1303_pv + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ m_tt_2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ m_tt_2 + ^ m_tt_2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
sigma (X) AntiPart lambda (X) to tt alpha (X) AntiPart tt beta (X)^(*),"Vertex V_1:A(X_2), AntiPart tt(X_4),  OffShell tt(V_1), Vertex V_0:A(X_1), tt(X_3), AntiPart  OffShell tt(V_0),",/ * * * 2/9 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p tt s_pu_star tt_del_1334_pv * * * NEG 2 p_lor_1 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p tt s_pu_star tt_del_1337_pv + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 32/81 i ^ e_2 + / * * * i ^ e_2 ^ m_tt_2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 2 i ^ e_2 ^ m_tt_2 + ^ m_tt_2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
rho (X) AntiPart sigma (X) to c gam (X) AntiPart c del (X)^(*),"Vertex V_1:A(X_2), AntiPart c(X_4),  OffShell c(V_1), Vertex V_0:A(X_1), c(X_3), AntiPart  OffShell c(V_0),",/ * * * 2/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi gamma * * lor_0 s s gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p c_del_1578_pv c_spi_2_pu_star * * * NEG 2 p_lor_1 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p c_del_1581_pv c_spi_3_pu_star + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 32/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 2 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
rho (X) AntiPart sigma (X) to c gam (X) AntiPart c del (X)^(*),"Vertex V_0:A(X_2), c(X_3), AntiPart  OffShell c(V_0), Vertex V_1:A(X_1), AntiPart c(X_4),  OffShell c(V_1),",/ * * * NEG 2/9 i ^ e_2 + + + + + + * * * p_lor_0 gamma_lor_spi_del gamma_lor_spi gamma * lor_0 s s_idx_0 * lor_1 p_idx_0 * * lor_2 p c_del_1607_pv c_spi_2_pu_star * * * NEG 2 p_lor_1 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p c_del_1610_pv c_spi_3_pu_star + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
tau (X) AntiPart mu (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_0:A(X_2), b(X_3), AntiPart  OffShell b(V_0), Vertex V_1:A(X_1), AntiPart b(X_4),  OffShell b(V_1),",/ * * * NEG 1/18 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p b_spi_2_pu_star b_spi_3_pv * * * NEG 2 p_lor_2 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p b_spi_4_pu_star b_spi_5_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 1/324 i ^ e_2 + / * * * i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
tau (X) AntiPart mu (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:A(X_2), AntiPart b(X_4),  OffShell b(V_1), Vertex V_0:A(X_1), b(X_3), AntiPart  OffShell b(V_0),",/ * * * 1/18 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p b_spi_2_pu_star b_spi_3_pv * * * NEG 2 p_lor_2 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p b_spi_4_pu_star b_spi_5_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 2/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 2 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
c eps (X)^(*) AntiPart c eta (X) to e alpha (X) AntiPart e beta (X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi c_spi_1_pu c_spi_0_pv_star e_spi_2_pu_star e_spi_3_pv + + mass_c_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c alpha (X)^(*) AntiPart c beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lambda s s gamma lambda s s c_spi_3_pu c_spi_2_pv_star mu_spi_0_pu_star mu_spi_1_pv + + mass_c_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c gam (X)^(*) AntiPart c del (X) to t eps (X) AntiPart t eta (X)^(*),"Vertex V_0:t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del c_spi_1_pu c_spi_0_pv_star t_del_240_pv t_spi_2_pu_star + + mass_c_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c alpha (X)^(*) AntiPart c beta (X) to u gam (X) AntiPart u del (X)^(*),"Vertex V_0:u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * * NEG 2/9 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s s c_spi_1_pu c_spi_0_pv_star u_spi_2_pv u_spi_3_pu_star + + mass_c_sq s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c alpha (X)^(*) AntiPart c beta (X) to d gam (X) AntiPart d del (X)^(*),"Vertex V_0:d(X_3), AntiPart d(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi c_spi_0_pv_star c_spi_1_pu d_spi_2_pv d_spi_3_pu_star + + mass_c_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c gam (X)^(*) AntiPart c del (X) to s eps (X) AntiPart s eta (X)^(*),"Vertex V_0:s(X_3), AntiPart s(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * * 1/9 i ^ e_2 gamma_lor_spi b_spi gamma / * * * * lor_0 s s c_spi_1_pu c_spi_0_pv_star s s_star + + mass_c_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c alpha (X)^(*) AntiPart c beta (X) to tt gam (X) AntiPart tt del (X)^(*),"Vertex V_0:tt(X_3), AntiPart tt(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1),",+ * * * NEG 2/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi c_spi_1_pu c_spi_0_pv_star tt s_pu_star tt s_pv + + mass_c_sq s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * 8 ^ m_tt_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c gam (X)^(*) AntiPart c del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_427_pv b_spi_2_pu_star c_spi_1_pu c_spi_0_pv_star + + mass_c_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
c eps (X)^(*) AntiPart c eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart c(X_2), A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_4),  OffShell c(V_1),",/ * * * 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * c_spi_0_pv_star c_spi_1_pu * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * c_spi_4_pv_star c_spi_5_pu + s * NEG 1/2 reg_prop,+ * * * * 16/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
c eps (X)^(*) AntiPart c eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart c(X_2), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_3),  OffShell c(V_1),",/ * * * NEG 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * c_spi_0_pv_star c_spi_1_pu * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * c_spi_4_pv_star c_spi_5_pu + s * NEG 1/2 reg_prop,+ * * * * 16/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
c eps (X)^(*) b eta (X)^(*) to c alpha (X) b beta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:c(X_1), c(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s alpha_1393 gamma_lor_spi_del b_del_1365_pu b_spi_1_pu_star c_spi_0_pu_star c_alpha_1393_pu + + mass_c_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
c eps (X)^(*) AntiPart b gam (X) to c del (X) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:c(X_1), c(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pv_star b_del_1397_pv c_spi_0_pu_star c_spi_1_pu + + mass_c_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart c gam (X) b del (X)^(*) to AntiPart c eps (X)^(*) b eta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s alpha_1442 gamma_lor_spi b_spi_1_pu_star b_spi_2_pu c_alpha_1442_pv c_spi_0_pv_star + + mass_c_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart c gam (X) AntiPart b gam (X) to AntiPart c del (X)^(*) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s alpha_1475 gamma_lor_spi_del b_del_1436_pv b_spi_1_pv_star c_spi_0_pv_star c_alpha_1475_pv + + mass_c_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
c alpha (X)^(*) sigma (X) to c beta (X) lambda (X),"Vertex V_1:c(X_3), A(X_4), AntiPart  OffShell c(V_1), Vertex V_0:c(X_1), A(X_2),  OffShell c(V_0),",/ * * * NEG 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_2243 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * c_spi_0_pu_star c_alpha_2243_pu * * * 1/2 p_lor_2 gamma_lor_spi alpha_2245 gamma * * lor_2 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * c_spi_3_pu_star c_alpha_2245_pu + s * 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 64/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
c alpha (X)^(*) sigma (X) to c beta (X) lambda (X),"Vertex V_1:A(X_2), c(X_3), AntiPart  OffShell c(V_1), Vertex V_0:c(X_1), A(X_4),  OffShell c(V_0),",/ * * * 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_2279 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * c_spi_0_pu_star c_alpha_2279_pu * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi alpha_2281 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * c_spi_3_pu_star c_alpha_2281_pu + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 64/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
c alpha (X)^(*) sigma (X) to c beta (X) AntiPart sigma (X),"Vertex V_0:c(X_3), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_2),  OffShell c(V_1),",/ * * * NEG 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_2574 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p c_spi_0_pu_star c_alpha_2574_pu * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi alpha_2576 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p c_spi_3_pu_star c_alpha_2576_pu + s * 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 64/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
c alpha (X)^(*) sigma (X) to c beta (X) AntiPart sigma (X),"Vertex V_0:A(X_2), c(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_4),  OffShell c(V_1),",/ * * * 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_2616 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p c_spi_0_pu_star c_alpha_2616_pu * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi alpha_2618 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p c_spi_3_pu_star c_alpha_2618_pu + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 64/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
c alpha (X)^(*) AntiPart sigma (X) to c del (X) AntiPart lambda (X),"Vertex V_0:c(X_3), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_2),  OffShell c(V_1),",/ * * * NEG 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_2919 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * c_spi_0_pu_star c_alpha_2919_pu * * * 1/2 p_lor_2 gamma_lor_spi alpha_2921 gamma * * lor_2 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * c_spi_3_pu_star c_alpha_2921_pu + s * 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 64/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
