Interaction,Feynman Diagram,Amplitude,Squared Amplitude,domain
u alpha (X)^(*) AntiPart t eps (X) to u eta (X) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * t_idx_3_spi_pv_star t_col_idx_3_del_col_pv_u_col_idx_2_del_col_pu_u_col_idx_2_spi_pu_star * * * * NEG 3 t_idx_4_spi_pv_star t_col_idx_2_del_col_pv_u_col_idx_4_del_col_pu_u_col_idx_2_spi_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
AntiPart u gam (X) f rho (X) to AntiPart u del (X)^(*) AntiPart g tau (X),"Vertex V_1:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * NEG g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * NEG i g p_lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * NEG i g p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * i g p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * i g p * * * * * lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col_lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * NEG i g p * * * * * lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col_lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_5_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_star u_col_idx_5_del_col_pv + + mass_u_sq NEG s * 1/2 reg_prop,+ + + + + * * * NEG 1/2304 ^ g_4 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * NEG 1/2304 i ^ g_2 + + + + / * * * i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 576 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 4/9 i ^ g_2 + + / * * * i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/1024 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/2 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/2304 i ^ g_2 + + / * * i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 2 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 9/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/112 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + * s_s * * 7/16 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 17/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + * ^ 2 + ^ 2 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/7 i ^ g_2 + * s_s * * NEG 7/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
rho (X) AntiPart sigma (X) to s alpha (X) AntiPart s beta (X)^(*),"Vertex V_0:A(X_2), s(X_3), AntiPart  OffShell s(V_0), Vertex V_1:A(X_1), AntiPart s(X_4),  OffShell s(V_1),",/ * * * NEG 1/18 i ^ e_2 + + + + + + * * * p_lor_0 gamma_lor_spi gamma_lor_spi b_spi gamma * lor_0 s s_idx_0 * lor_1 p_idx_0 * * lor_2 p s s_star * * * NEG 2 p_lor_2 gamma_lor_spi b_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p s s_star + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 1/324 i ^ e_2 + / * * * i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qed
b eps (X)^(*) AntiPart b eta (X) to e alpha (X) AntiPart e beta (X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s s b_spi_2_pu b_spi_3_pv_star e_spi_0_pu_star e_spi_1_pv + + mass_b_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2,qed
AntiPart c eps (X) f lambda (X) to AntiPart c eta (X)^(*) g tau (X),"Vertex V_0:AntiPart c(X_3), G(X_4),  OffShell c(V_0), Vertex V_1:G(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_1),",/ * * i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_5_spi_pv_col_idx_4_spi_pv_star * * * 1/2 p_lor gamma_lor_spi gamma * * * * lor_spi_spi gamma_lor_spi T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_5_spi_pv_col_idx_4_spi_pv_star + s * 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop,qcd
AntiPart s gam (X) AntiPart e tau (X) to AntiPart s del (X)^(*) AntiPart f mu (X),"Vertex V_0:AntiPart s(X_1), G(X_4), AntiPart  OffShell s(V_0), Vertex V_1:G(X_2), AntiPart s(X_3),  OffShell s(V_1),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s * * NEG 1/2 p_lor gamma * * * * * lor_spi_spi gamma_lor_spi gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s + s * NEG 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ g_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qcd
u gam (X)^(*) c del (X)^(*) to u eps (X) c eta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * * NEG 2/9 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s s c_spi_1_pu c_spi_0_pu_star u_spi_2_pu u_spi_3_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
AntiPart s eps (X) c eta (X)^(*) to AntiPart s alpha (X)^(*) c beta (X),"Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_1),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_7_spi_pu_star Gdel_col_pu_s_col_idx_6_spi_pv_star s * * * * NEG 1/3_col idx_5_spi_pu_star_idx_5_del_col_pu_s_col_idx_7_spi_pv_star s + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
AntiPart e eps (X) AntiPart mu eps (X) to AntiPart e eta (X)^(*) AntiPart mu alpha (X)^(*),"Vertex V_1:AntiPart mu(X_2), AntiPart mu(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s_del_875 gamma_lor_spi e_spi_1_pv e_spi_2_pv_star mu_spi_0_pv_star mu_del_875_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
s eps (X)^(*) AntiPart s eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_0:c(X_3), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell G(V_1),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi_col + * * * col Gdel_col_pv_col_idx_7_spi_pu_star s s_idx_7_del_col_pu * * * * NEG 1/3_col idx_4_del_col_pv_col_idx_4_spi_pu_star s s_idx_7_del_col_pu + + mass_s_sq s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop,qcd
sigma (X) AntiPart lambda (X) to e eps (X) AntiPart e eta (X)^(*),"Vertex V_1:A(X_2), AntiPart e(X_4),  OffShell e(V_1), Vertex V_0:A(X_1), e(X_3), AntiPart  OffShell e(V_0),",/ * * * 1/2 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi_del gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * lor_2 p e_spi_2_pu_star e_del_146_pv * * * NEG 2 p_lor_2 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p e_spi_3_pu_star e_del_149_pv + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 2 i ^ e_2 + / * * * i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 2 i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qed
AntiPart c eps (X) AntiPart e nu (X) to AntiPart c del (X)^(*) AntiPart f rho (X),"Vertex V_1:AntiPart c(X_1), G(X_4), AntiPart  OffShell c(V_1), Vertex V_0:G(X_2), AntiPart c(X_3),  OffShell c(V_0),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star_col_idx_5_spi_pv_col_idx_4_spi_pv_star * * * * NEG 1/2 p_lor gamma_lor_spi gamma_lor_spi gamma * * * lor_spi_spi T_2_col_idx_idx_3_idx_idx_5 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star_col_idx_5_spi_pv_col_idx_4_spi_pv_star + s * NEG 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ g_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qcd
AntiPart d eps (X) c eta (X)^(*) to AntiPart d alpha (X)^(*) c beta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart d(X_1), AntiPart d(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi c_spi_0_pu_star c_b_spi_pu d_spi_1_pv_star d_spi_2_pv + + mass_d_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
tt alpha (X)^(*) AntiPart rho (X) to tt beta (X) AntiPart sigma (X),"Vertex V_0:A(X_2), tt(X_3), AntiPart  OffShell tt(V_0), Vertex V_1:tt(X_1), A(X_4),  OffShell tt(V_1),",/ * * * 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p tt_del_4036_pu tt s_pu_star * * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma_lor_spi_del gamma * lor_2 s s_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p tt_del_4038_pu tt s_pu_star + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 64/81 i ^ e_2 + / * * * i ^ e_2 ^ m_tt_2 + ^ m_tt_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_tt_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qed
AntiPart mu gam (X) s del (X)^(*) to AntiPart mu eps (X)^(*) s eta (X),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_3847 gamma_lor_spi s s_star mu_spi_0_pv_star mu_alpha_3847_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2,qed
